airport_code,airport_name_en,country_code,airport_name_ar
SOG,Sogndal Airport,NO,مطار سوجندال
OST,Ostend-bruges International Airport,BE,أوستند-بروج المطار الدولي
MIS,Misima Island Airport,PG,مطار جزيرة ميسيما
JGD,Jiagedaqi Airport,IT,مطار جياجيداكي
UND,Konduz Airport,AF,مطار قندوز
PBL,General Bartolome Salom International Airport,VE,مطار بارتولومي سالوم الدولي
WHK,Whakatane Airport,NZ,مطار واهاكتاين
CIY,Comiso Airport Vincenzo Magliocco,IT,كوميسو مطار فينتشنزو ماغليكو
JSH,Sitia Airport,GR,مطار سيتيا
VLN,Arturo Michelena International Airport,VE,مطار أرتورو ميتشيلينا الدولي
LAI,Lannion-cte De Granit Airport,FR,مطار انيون-كوت دو جرانيت 
SDY,Sidney Richland Municipal Airport,US,مطار سيدني ريتشلاند مانيسيبال
SJZ,So Jorge Airport,PT,مطار سو جورج
TIA,Tirana International Airport Nn Tereza,AL,مطار تيرانا ان تيريزا الدولي
TQR,San Domino Island Heliport,IT,سان دومينو جزيرة مهبط
KEK,Ekwok Airport,US,مطار ايكوك
ZRJ,Round Lake Weagamow Lake Airport,CA,مطار راوند ليكك ويغامو ليك
YSG,Lutselke Airport,CA,مطار لوتسلكي
BMY,Le Art - Waala Airport,NC,مطار لي آرت-والا
JEG,Aasiaat Airport,GL,مطار آسيات
AAQ,Anapa Airport,RU,مطار أنابا
CFC,Caador Airport,BR,0
MOV,Moranbah Airport,AU,0
DPO,Devonport Airport,AU,0
HMI,Hami Airport,CN,0
ZAL,Pichoy Airport,CL,0
IGR,Cataratas Del Iguaz International Airport,AR,0
GPI,Juan Casiano Airport,CO,مطار خوان كاسيانو
EEK,Eek Airport,US,مطار إيك
SVZ,San Antonio Del Tachira Airport,VE,سان أنطونيو مطار ديل تاتشيرا
QFI,Iginniarfik,GL,ايغينيارفيك
KKH,Kongiganak Airport,US,مطار كونغسكاناك
TNC,Tin City Long Range Radar Station Airport,US,مطار مدينه تن محطه لونغ لانغ رادار
TUK,Turbat International Airport,PK,مطار تربت الدولي
CHY,Choiseul Bay Airport,SB,مطار تشويسيول خليج
LUR,Cape Lisburne Lrrs Airport,US,مطار كيب ليزبيرن ال ار ار اس 
IFO,Ivano-frankivsk International Airport,UA,مطار ايفانو فرانكوفسك الدولي
JKG,Jnkping Airport,SE,مطار جنكبنغ
QMK,Niaqornaarsuk Heliport,GL,مهبط نياكورنارسك
MAZ,Eugenio Maria De Hostos Airport,PR,مطار يوجينا ماريا دي هوستوس
MDQ,Stor Piazzolla International Airport,AR,مطار ستور بيازولا الدولي
RGL,Piloto Civil Norberto Fernndez International Airport,AR,مطار بيلوتو نوربرتو المدنية فيرنانديز الدولية
APL,Nampula Airport,MZ,مطار نامبولا
LAU,Manda Airstrip,KE,مهبط ماندا
PPT,Faa International Airport,PF,مطار القوات المسلحة الأنغولية الدولي
IRA,Ngorangora Airport,SB,مطار نغورانغورا
KEM,Kemi-tornio Airport,FI,مطار كيمي-تورنيو
YAY,St Anthony Airport,CA,مطار سانت انتوني
EYK,Beloyarskiy Airport,RU,مطار بيلويارسكي
CSY,Cheboksary Airport,RU,مطار تشيبوكساري
MLI,Quad City International Airport,US,مطار رباعية المدينة العالمي
ADE,Aden International Airport,YE,مطار عدن الدولي
ABS,Abu Simbel Airport,EG,مطار أبو سمبل
PZB,Pietermaritzburg Airport,ZA,مطار بيترماريتسبورغ
KOC,Koumac Airport,NC,مطار كوماك
BNY,Bellona-anua Airport,SB,مطار بيلونا-انوا
MNY,Mono Airport,SB,مطار مونو
TEX,Telluride Regional Airport,US,مطار تيلوريد الإقليمي
HLH,Ulanhot Airport,CN,مطار اولانهوت
YNZ,Yancheng Airport,CN,مطار يانتشنغ
ROS,Rosario - Islas Malvinas International Airport,AR,مطار روساريو-مالفيناس الدولي
YXN,Whale Cove Airport,CA,مطار ويل كوف
HHH,Hilton Head Airport,US,مطار هيلتون هيد
TIZ,Tari Airport,PG,مطار تاري
OOM,Snowy Mountains Airport,AU,مطار سنوي ماونتن
PUY,Pula Airport,HR,مطار بولا
MEH,Mehamn Airport,NO,مطار ميهامن
CFN,Donegal Airport,IE,مطار دونيجال
LEA,Learmonth Airport,AU,مطار ليرمونث
MUB,Maun Airport,BW,مطار ماون
CFU,Corfu International Airport,GR,مطار كورفو الدولية
DAR,Julius Nyerere International Airport,TZ,مطار جوليوس نيريري الدولي
JNN,Nanortalik Heliport,GL,مهبط نانورتاليك
JFR,Paamiut Airport,GL,مطار باميوت
ESU,Mogador Airport,MA,مطار موكادور
LOD,Longana Airport,VU,مطار لونغانا
IOA,Ioannina National Airport,GR,مطار انينا الوطني
TTA,Tan Tan Airport,MA,مطار طانطان
POP,Gregorio Lupern International Airport,DO,مطار غريغوريو ليبيرن الدولي
YGQ,Geraldton Greenstone Regional Airport,CA,جيرالدتون مطار قرينستون الإقليمي
LUN,Lusaka International Airport,ZM,مطار لوساكا الدولي
NDR,Nador International Airport,MA,مطار الناظور الدولي
PBM,Johan Adolf Pengel International Airport,SR,مطار جوهان أدولف بينجيل الدولية
PJG,Panjgur Airport,PK,مطار بانجوغر
ANR,Antwerp International Airport,BE,مطار أنتويرب الدولي
LHE,Allama Iqbal International Airport,PK,مطار علامة إقبال الدولي
RAB,Rabaul Airport,PG,مطار رابول
PIP,Pilot Point Airport,US,مطار بايلوت بوينت
HRE,Harare International Airport,ZW,مطار هراري الدولي
MEB,Essendon Airport,AU,مطار ايسيندون
BWK,Bol Airport,HR,مطار بول
JGN,Jiayuguan Airport,CN,مطار جيايوغان
YRT,Rankin Inlet Airport,CA,مطار مدخل رانكين
YLE,What Airport,CA,مطار وات
KIF,Kingfisher Lake Airport,CA,مطار كينغفيشير ليك
PFO,Paphos International Airport,CY,مطار بافوس الدولي
YUD,Umiujaq Airport,CA,مطار اومييوجاك
PER,Perth Airport,AU,مطار بيرث
AGM,Tasiilaq Heliport,GL,مطار تاسيلاك
ABB,Asaba International Airport,NG,مطار اسابا الدولية
LNV,Lihir Island Airport,PG,مطار جزيرة ليهير
VAO,Suavanao Airport,SB,مطار سوافاناو
XIQ,Ilimanaq Heliport,GL,مهبط ليماناك
CGA,Craig Seaplane Base,CA,قاعدة الطائرة المائية كريج
MCX,Uytash Airport,RU,مطار محج قلعة الدولي
AHU,Cherif Al Idrissi Airport,MA,مطار الحسيمة الشريف الإدريسي
TTU,Saniat Rmel Airport,MA,مطار سانت راميل
BEB,Benbecula Airport,GB,مطار بينبيكولا
GEV,Gllivare Airport,SE,مطار غليفير
LYC,Lycksele Airport,SE,مطار ليكسيلي
OBY,Ittoqqortoormiit Heliport,GL,مهبط إيتوكورتيرمايت 
KIS,Kisumu Airport,KE,مطار كيسومو
BRD,Brainerd Lakes Regional Airport,US,برينرد مطار منطقة البحيرات
YHK,Gjoa Haven Airport,CA,مطار غجوا
CPO,Chamonate Airport,CL,مطار تشامونيت
UVE,Ouvca Airport,NC,مطار اوفكا
MKM,Mukah Airport,MY,مطار موكا
MIU,Maiduguri International Airport,NG,مطار مايدوغوري الدولي
TOU,Touho Airport,NC,مطار توهو
KQA,Akutan Seaplane Base,US,قاعدة الطائرة المائية أكوتان
ACI,Alderney Airport,GB,مطار آلديرني
JUB,Juba Airport,SD,مطار جوبا
YBV,Berens River Airport,CA,مطار بيرينز ريفير
YSK,Sanikiluaq Airport,CA,مطار سانيكيلواك
NVK,Narvik Framnes Airport,NO,مطار نارفيك فرامنيس
HOB,Lea County Regional Airport,US,مطار مقاطعه ليا الاقليمي
DRK,Drake Bay Airport,CR,مطار خليج دريك
NBS,Changbaishan Airport,BZ,مطار تشانغباي
MPN,Mount Pleasant Airport,FK,مطار تشارلستون
KRP,Karup Airport,DK,مطار كاروب
PVK,Aktion National Airport,GR,مطار أكتيون الوطني
CKS,Carajs Airport,BR,مطار كاراجاس
TRW,Bonriki International Airport,KI,مطار بونريكي
UMD,Uummannaq Heliport,GL,مهبط اوماناك
KTL,Kitale Airport,KE,مطار كيتالي
TTQ,Aerotortuguero Airport,CR,مطار ايروتورتغيرو
GLO,Gloucestershire Airport,GB,مطار جلوسيسترشاير
BLV,Scott Afb-midamerica Airport,US,مطار سكوت - ميداميريكا
QCU,Akunaq Heliport,GL,مهبط اكوناك
MLW,Spriggs Payne Airport,LR,مطار سبريغز باين
CGB,Marechal Rondon International Airport,BR,مطار ماريشال روندون الدولية
UAH,Ua Huka Airport,PF,مطار يو اي هوكا
UII,Utila Airport,HN,مطار اتيلا
CJL,Chitral Airport,PK,مطار شيترال
AAY,Al Ghaidah International Airport,YE,مطار الغيضة الدولية
GIL,Gilgit Airport,PK,مطار جيلجيت
JOL,Jolo Airport,PH,مطار جولو
KCG,Chignik Fisheries Airport,US,مطار تشيغنيك فيشيريز
ORV,Robert Bob Curtis Memorial Airport,US,مطار روبرت بوب كورتيس التذكارية
JQA,Qaarsut Airport,GL,مطار كارسوت
MBT,Moises R Espinosa Airport,PH,مطار مويسيس R اسبينوزا
PZO,Manuel Carlos Piar Guayana Airport,VE,مطار مانويل كارلوس بيار غوايانا
LIF,Lifou Airport,NC,مطار وليفو
RMT,Rimatara Airport,PF,مطار ريماتارا
BUZ,Bushehr Airport,IR,مطار بوشهر
KKR,Kaukura Airport,PF,مطار كاكورا
AEY,Akureyri Airport,IS,مطار اكوريري
UDI,Ten Cel Aviador Ccsar Bombonato Airport,BR,مطار تين سيل افيادور بومبوناتو
TYL,Capitan Montes Airport,PE,مطار كابيتان مونتيس
YPN,Port Menier Airport,CA,مطار ميناء مينيار
ERM,Erechim Airport,BR,مطار ايريكيم
MXV,Mrn Airport,CN,مطار MRN
FTE,El Calafate Airport,AR,مطار الخلافة
TDD,Teniente Av Jorge Henrich Arauz Airport,BO,مطار تينينتي جورج هينريك اروز
TAG,Tagbilaran Airport,PH,مطار تاغبيلاران
TCB,Treasure Cay Airport,BS,المطار الكنز كاي
BKS,Padang Kemiling Fatmawati Soekarno Airport,ID,مطار بادانج كيميلينغ سوكارنو فتمواتي
CWB,Afonso Pena International Airport,BR,مطار أفونسو بينا الدولية
DMB,Taraz Airport,KZ,مطار تاراز
URG,Rubem Berta Airport,BR,مطار روبيم بيرتا
LUX,Luxembourg Findel Airport,LU,مطار لوكسمبورغ فيندل
AUX,Aragua-na Airport,VE,مطار أراغوا
NGB,Ningbo Lishe International Airport,CN,مطار نينغبو ليش الدولي
BDP,Bhadrapur Airport,NP,مطار بهادرابور
YCU,Yuncheng Guangong Airport,CN,مطار يونتشنغ قوانقونغ
ULO,Ulaangom Airport,MN,مطار اولانجوم
PPP,Proserpine Whitsunday Coast Airport,AU,مطار بروسيرباين ويتسنداي كوست
IFJ,Safjrur Airport,IS,مطار سافجرر
EGO,Belgorod International Airport,RU,مطار بيلغورود
ZSA,San Salvador Airport,BS,مطار سان سلفادور
MZV,Mulu Airport,MY,مطار مولو
YOP,Rainbow Lake Airport,CA,مطار رينبو ليك
FLN,Herclio Luz International Airport,BR,مطار هيركليو لوز الدولية
YKL,Schefferville Airport,CA,مطار سكيفيرفيلي
YRG,Rigolet Airport,CA,مطار ريجوليت
DHI,Dhangarhi Airport,NP,مطار دانجارهي
UME,Ume Airport,SE,مطار أوميا
GIU,Sigiriya Air Force Base,LK,قاعدة سلاح الجو سيجيريا
HEA,Herat Airport,AF,مطار هرات
ITB,Itaituba Airport,BR,مطار ايتايتوبا
JOI,Joinville-lauro Carneiro De Loyola Airport,BR,مطار جوينفيل-اورو كارنيرو دي لويولا
BHB,Hancock County-bar Harbor Airport,US,مطار هانكوك مقاطعة بار هاربور
YPH,Inukjuak Airport,CA,مطار إنوكوجواك
YQF,Red Deer Regional Airport,CA,مطار ريد دير الاقليمي
IGA,Inagua Airport,BS,مطار ايناغوا
SDP,Sand Point Airport,US,مطار ساند بوينت
WNN,Wunnumin Lake Airport,CA,مطار وونامين ليك
TSF,Treviso Airport,IT,مطار تريفيزو
GRI,Central Nebraska Regional Airport,US,مطار الوسطى نبراسكا الإقليمي
YLH,Lansdowne House Airport,CA,مطار انسداون هاوس
YMO,Moosonee Airport,CA,مطار موسوني
SIT,Sitka Rocky Gutierrez Airport,US,سيتكا روكي جوتيريز
KRF,Kramfors Sollefte Airport,SE,مطار كرامفورس سوليفت
NAT,Augusto Severo International Airport,BR,مطار أوغوستو سيفيرو الدولي
CGH,Congonhas-so Paulo Airport,BR,مطار كونجونهاس-سو باولو
ZFM,Fort Mcpherson Airport,CA,مطار فورت مكفرسون
MUW,Ghriss Airport,DZ,مطار غريس
WTL,Tuntutuliak Airport,US,مطار تونتوليكا
TVS,Tangshan Sann 1-4 He Airport,CA,مطار تانغشان سان 1-4 
HAH,Prince Said Ibrahim International Airport,KM,مطار الأمير سعيد إبراهيم الدولي
IZO,Izumo Airport,JP,مطار ازومو
KWA,Bucholz Army Airfield,MH,مطار بوتشولز آرمي
FRO,Flor Airport,NO,مطار فلور
BSD,Baoshan Yunduan Airport,CA,مطار بوشان يوندوان
CZM,Cozumel International Airport,MX,مطار كوزوميل الدولي
KHI,Jinnah International Airport,PK,مطار جناح الدولي
ZAD,Zemunik Airport,HR,مطار زيمونيك
PAD,Paderborn Lippstadt Airport,DE,مطار بادربورن يبستادت
RCH,Almirante Padilla Airport,CO,مطار ألميرانتي باديلا
MTS,Matsapha Airport,SZ,مطار ماتسافا 
KAT,Kaitaia Airport,NZ,مطار كايتايا
KSD,Karlstad Airport,SE,مطار كارلستاد
RUR,Rurutu Airport,PF,مطار روروتو
HGA,Egal International Airport,SO,مطار عقال الدولي
MHH,Marsh Harbour Airport,BS,مطار مارش هاربر
ZTB,Tte- -la-baleine Airport,CA,مطار تتي-لا-باليني
LNJ,Lintsang Airfield,CA,مطار لينتسانغ
PKZ,Pakse International Airport,LA,مطار باكس الدولي
TRG,Tauranga Airport,NZ,مطار تاورانجا
RSD,Rock Sound International Airport,BS,مطار روك ساوند الدولي
SKN,Stokmarknes Skagen Airport,NO,مطار ستوكماكنس سكاجين
OER,Rnskldsvik Airport,SE,مطار رنسكلدسفيك
BGR,Bangor International Airport,US,مطار بانغور الدولي
EIN,Eindhoven Airport,NL,مطار ايندهوفن
GAJ,Yamagata Airport,JP,مطار ياماغاتا
FOE,Forbes Field,US,ميدان فوربس
HMB,Sohag International Airport,EG,مطار سوهاج الدولى
ZKE,Kashechewan Airport,CA,مطار كاشيتشيوان
KMU,Kisimayu Airport,SO,مطاركيسيمايا
SMA,Santa Maria Airport,PT,مطار ماريا سانتا
ZKG,Kegaska Airport,CA,مطار كيجاسكا
XKS,Kasabonika Airport,CA,مطار كاسابويكا
ZLT,La Tabatire Airport,CA,مطار تاباتير
OXB,Osvaldo Vieira International Airport,GW,مطار أوزفالدو فييرا الدولي
POL,Pemba Airport,MZ,مطار بيمبا
TKU,Turku Airport,FI,مطار توركو
WAG,Wanganui Airport,NZ,مطار وانجانوي
TST,Trang Airport,TH,مطار ترانج
GCK,Garden City Regional Airport,US,مطار جاردن سيتي الإقليمي
BUQ,Joshua Mqabuko Nkomo International Airport,ZW,مطار جوشوا مكابوكو نكومو الدولي
VIL,Dakhla Airport,EH,مطار الداخلة
MQX,Mekele Airport,ET,مطار ميكيلي
CMW,Ignacio Agramonte International Airport,CU,مطار إغناسيو أغرامونتي الدولي
AAR,Aarhus Airport,DK,مطار آرهوس
TIU,Timaru Airport,NZ,مطار تيمارو
YYR,Cfb Goose Bay Airport,CA,مطار سي اف بي جوس باي
MUH,Mersa Matruh Airport,EG,مطار مرسى مطروح
GDX,Sokol Airport,RU,مطار سوكول
ACH,St Gallen Altenrhein Airport,CH,مطار سانت غالن ألتنرهين
BID,Block Island State Airport,US,مطار بلوك ايسلاند ستيت
PNL,Pantelleria Airport,IT,مطار بانتيليريا
RIW,Riverton Regional Airport,US,مطار ريفرتون الإقليمي
YGR,Les-de-la-madeleine Airport,CA,مطار ليه دو لا مادلين
YHU,Montreal-saint-hubert Airport,CA,مطار مونتريال سان هوبير 
KYA,Konya Airport,TR,مطار قونية
GTR,Golden Triangle Regional Airport,US,مطار الذهبي المثلث الإقليمي
TER,Lajes Field,PT,ميدان اجيس 
TLN,Toulon-hyres Airport,FR,مطار تولون-هيرس
