airport_code,city_code,airport_name,address_en,webisite,phone
NRN,DUS,Weeze Airport,"""Flughafen-Ring 60",http://www.airport-weeze.de/de,(+49) 2837 666111
BHR,KON,Bharatpur Airport,,,
AZN,AZN,Andizhan Airport,,,
LLK,KVD,Lankaran International Airport,,,
NST,NST,Cha Ian Airport,,,
JKH,JKH,Chios Island National Airport,"""Leoforos Enoseos 94",,NA
MJU,UPG,Tampa Padang Airport,,,
URT,URT,Surat Thani Airport,,,
CGD,CGD,Changde Airport,,,
AAE,AAE,Annaba Airport,,,
BND,BND,Bandar Abbas International Airport,,,
KQT,LBD,Qurghonteppa International Airport,,,
HIA,ASA,Lianshui Airport,,,
MQF,MQF,Magnitogorsk International Airport,,,
SEN,SEN,Southend Airport,,,
PVG,SHA,Shanghai Pudong International Airport,"""6000 Welcome Avenue",http://www.shairport.com/index_pd.jsp,NA
VIS,VIS,Visalia Municipal Airport,"""9501 W Airport Dr",http://www.ci.visalia.ca.us/,(+1) 559-713-4201
USN,USN,Ulsan Airport,"""1103",http://www.airport.co.kr/mbs/ulsan/,(+82) 1661-2626
PKN,PKN,Iskandar Airport,,,
CJM,NAW,Chumphon Airport,,,
WKA,WKA,Wanaka Airport,,,
SGD,SGD,Snderborg Airport,"""Lufthavnsvej 1",http://www.sonderborg-lufthavn.dk/,(+45) 74 42 21 30
CFS,CFS,Coffs Harbour Airport,,,
DAM,DAM,Damascus International Airport,Syria,,NA
FNJ,FNJ,Sunan International Airport,,,
CKY,CKY,Conakry International Airport,"""Conakry",,NA
BLQ,BLQ,Bologna Guglielmo Marconi Airport,"""Via Triumvirato",http://www.bologna-airport.it,(+39) 051 -6479615
SYB,VLV,Seal Bay Seaplane Base,,,
TBO,TBO,Tabora Airport,,,
GHA,GHA,Noumcrat - Moufdi Zakaria Airport,,,
HAM,HAM,Hamburg Airport,"""Flughafenstr. 1-3",http://www.ham.airport.de/en/index.phtml?,(+49) 40 50750
THL,THL,Tachileik Airport,,,
HLZ,HLZ,Hamilton International Airport,"""Hamilton International Airport",http://www.hamiltonairport.co.nz/,(+64) 7 848 9027
FRW,FRW,Francistown Airport,,,
FVM,PBH,Fuvahmulah Airport,,,
BBK,BBK,Kasane Airport,"""Upper Rd",,(+267) 368 8200
INN,INN,Innsbruck Airport,"""Tiroler Flughafenbetriebsgesellschaft m.b.H.",http://www.innsbruck-airport.com/en/,(+43) 512 22525-0
TUU,TUU,Tabuk Airport,,,
BHH,BHH,Bisha Airport,,,
GAO,GAO,Mariana Grajales Airport,"""Guantanamo",,NA
SDQ,SDQ,Las Amricas International Airport,"""Boca Chica 15701",http://www.aerodom.com/app/en/frontpage.aspx,(+1809)-947-2220
ELQ,ELQ,Gassim Airport,,,
FLR,FLR,Florence Airport,"""Via del Termine",http://www.aeroporto.firenze.it/en/,(+39) 055 306 1300
QFX,YAP,Igaliku Heliport,,,
FAE,FAE,Vagar Airport,,,
YCS,YCS,Chesterfield Inlet Airport,,,
TNA,TNA,Yaoqiang Airport,,,
LYS,LYS,Lyon-saint Exupry Airport,"""Lyon-Saint Exupery Aéroport",http://www.lyonaeroports.com/eng,(+33) 826 80 08 26
HUU,TBP,Alferez Fap David Figueroa Fernandini Airport,,,
REG,REG,Reggio Calabria Airport,"""Via Ravagnese",http://www.aeroportodellostretto.it/it/,(+39) 0965 640517
TET,TET,Chingozi Airport,,,
ATY,ATY,Watertown Regional Airport,"""2416 Boeing Ave",http://www.watertownsd.us/index.aspx?nid=146,(+1) 605-882-6209
CBR,CBR,Canberra International Airport,,,
YTH,YTH,Thompson Airport,,,
ORN,ORN,Oran Es Snia Airport,"""Es Senia",http://www.egsaoran.com,(+213) 41 59 10 67
YFS,YFS,Fort Simpson Airport,"""Fort Simpson",,(+1) 867-695-2471
DBV,DBV,Dubrovnik Airport,"""20213",http://www.airport-dubrovnik.hr/,(+385) 20 773 100
OVD,OVD,Asturias Airport,"""Aeropuerto de Asturias",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Asturias/en/,(+34) 985 12 75 00
LBS,LBS,Labasa Airport,,,
UUD,UUD,Ulan-ude Airport Mukhino,,,
FUO,PZI,Foshan Shadi Airport,,,
YKG,YKG,Kangirsuk Airport,,,
IGU,IGU,Foz Do Iguau International Airport,"""Rod. BR 469",http://www.infraero.com.br/index.php/br/aeroportos/parana/aeroporto-internacional-de-foz-do-iguacu.html,(+45) 3521-4200
QBC,QBC,Bella Coola Airport,,,
MGA,MGA,Augusto C Sandino International Airport,"""11 Carretera Norte",http://www.eaai.com.ni/,(+505) 2233-1624/28
PIR,PIR,Pierre Regional Airport,"""4001 Airport Rd",http://www.pierreairport.com/,(+1) 605-773-7447
TGG,TGG,Sultan Mahmud Airport,"""Kuala Terengganu",,(+60) 9-667 3666
SLL,SLL,Salalah Airport,,,
SDR,SDR,Santander Airport,"""Carretera del Aeropuerto",http://www.aena.es/csee/Satellite/Home,(+34) 913 21 10 00
PLW,PLW,Mutiara Airport,NA,,(+62) 451 481702
JJN,JJN,Quanzhou Airport,,,
FLW,FLW,Flores Airport,,,
OZZ,OZZ,Ouarzazate Airport,"""Ouarzazate",,(+212) 5248-82297
ASJ,ASJ,Amami Airport,,,
ELF,ELF,El Fasher Airport,"""Al Fashir",,NA
MCP,MCP,Macap International Airport,"""R. Hildemar Maia",www.infraero.com.br/index.php/br/aeroportos/amapa/aeroporto-internacional-de-macapa.html,(+55) 96 3223-2323
RIY,RIY,Mukalla International Airport,,,
ARI,ARI,Chacalluta International Airport,Chile,,NA
CSX,CSX,Changsha Huanghua International Airport,,,
GOA,GOA,Genoa Cristoforo Colombo Airport,"""Cristoforo Colombo",http://www.airport.genova.it,(+39) 010 601 5461
MSW,MSW,Massawa International Airport,,,
YRA,YQZ,Rae Lakes Airport,,,
MLM,MLM,General Francisco J Mujica International Airport,"""Acambaro Km. 27",,(+52) 443 313 6780
PIB,PIB,Hattiesburg Laurel Regional Airport,,,
TAT,TAT,Poprad-tatry Airport,,,
MAD,MAD,Madrid-barajas Airport,"""Aeropuerto de Barajas",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Madrid-Barajas/es/Inicio.html,(+34) 91 321 10 00
KGE,KGE,Kagau Island Airport,,,
WLH,WLH,Walaha Airport,,,
RAE,RAE,Arar Domestic Airport,,,
EAM,EAM,Nejran Airport,,,
GIZ,GIZ,Jizan Regional Airport,,,
OHD,OHD,Ohrid St Paul The Apostle Airport,"""P.FAH 134",http://ohd.airports.com.mk/default.aspx?ItemID=399,(+389) (2) 3 21 20 30
KWN,PTU,Quinhagak Airport,,,
YER,YER,Fort Severn Airport,,,
THQ,DOY,Tianshui Maijishan Airport,,,
MXP,MIL,Milano Malpensa Airport,"""Airport Milano Malpensa 1",http://www.milanomalpensa1.eu/en,(+39) 02 232323
SCV,SCV,Suceava Stefan Cel Mare Airport,,,
LRH,LRH,La Rochelle - Le De R Airport,"""Rue du Jura",http://www.larochelle.aeroport.fr/,(+33) 5 46 42 30 26
LPB,LPB,El Alto International Airport,"""Villa Adele Alemana",http://www.sabsa.aero/aeropuerto-el-alto/,(+591)-2-2157300
PBO,PBO,Paraburdoo Airport,"""Tom Price Rd",,(+61) 8 9189 5137
POG,POG,Port Gentil Airport,"""Port-Gentil",,NA
VDM,VDM,Gobernador Castello Airport,,,
CRI,CRI,Colonel Hill Airport,"""Colonel Hill",,(+1)242-344-2197
SHW,SHW,Sharurah Airport,,,
YPL,YPL,Pickle Lake Airport,,,
REU,REU,Reus Airport,"""Autovía Tarragona-Reus",http://www.aena-aeropuertos.es/csee/Satellite/telefono-contacto-aena-aeropuertos/es/Telefono-Informacion-y-Contacto-de-Aena-Aeropuertos.html,(+34) 902 40 47 04;  (+34) 91 321 10 00.
ACC,ACC,Kotoka International Airport,"""Ghana Airports Company Ltd. KA PMB 36",http://www.gacl.com.gh/,(+233) 302 776171
SJJ,SJJ,Sarajevo International Airport,"""Sarajevo",http://www.sarajevo-airport.ba/,(+387)  33 289-100
DJG,DJG,Djanet Inedbirene Airport,,,
SCT,SCT,Socotra International Airport,,,
YEI,YEI,Bursa Yeniehir Airport,,,
TGH,TGH,Tongoa Airport,,,
WXN,WXN,Wanxian Airport,,,
WLG,WLG,Wellington International Airport,"""Stewart Duff Dr",http://www.wellington-airport.co.nz/,(+64) 4-385 5100
OND,OND,Ondangwa Airport,,,
KLR,KLR,Kalmar Airport,"""Flygplatsvagen 32",http://www.kalmarairport.com/kalmarairport/parse.php?menulang=2&p=index_eng.html,(+46) 480 45 90 00
RAH,RAH,Rafha Domestic Airport,,,
QFG,CNP,Eqalugaarsuit Heliport,,,
COO,COO,Cadjehoun Airport,"""Rue 2100",,(+229) (0) 301413
MOT,MOT,Minot International Airport,"""25 Airport Rd",http://www.whyflyminot.com/,(+1) 701-857-4724
TIF,TIF,Taif Airport,,,
PBJ,PBJ,Tavie Airport,,,
YNB,YNB,Yenbo Airport,,,
ARA,LFT,Acadiana Regional Airport,"""1404 Hangar Dr",http://www.flyiberiaparish.com/,(+1) 337-365-7202
HOF,HOF,Al Ahsa Airport,,,
LAD,LAD,Quatro De Fevereiro Airport,"""CP 841",,(+244) (0)2 352387
PHS,PHS,Phitsanulok Airport,"""608 1064 Aranyik",,(+66) 55 378 014
HEK,HEK,Heihe Airport,,,
SUG,SUG,Surigao Airport,,,
LYP,LYP,Faisalabad International Airport,,,
DHM,DHM,Kangra Airport,,,
SOU,SOU,Southampton Airport,,,
MES,MES,Soewondo Air Force Base Airport,"""Jalan Imam Bonjol",http://www.poloniaairport.com/,(+62) 61 4565777
TYL,TYL,Capitan Montes Airport,,,
EUG,EUG,Eugene Airport,"""28801 Douglas Dr",http://www.eugene-or.gov/index.aspx?nid=1745,(+1) 541-682-5544
MWF,MWF,Maewo-naone Airport,,,
HBA,HBA,Hobart International Airport,"""Strachan St",http://www.hobartairport.com.au/,(+61) 3 6216 1600
FAI,FAI,Fairbanks International Airport,"""6450 Airport Way",,(+1) 907-474-2500
EDI,EDI,Edinburgh Airport,"""Scotland",http://www.edinburghairport.com/,(+44) 844 448 8833
YHH,YBL,Campbell River Water Aerodrome,"""Campbell River",,(+1) 250-923-5012
SJU,SJU,Luis Muoz Marn International Airport,"""Carolina",http://aeropuertosju.com/,(787) 253-2329
BDS,BDS,Brindisi - Casale Airport,,,
LHW,LHW,Lanzhou Zhongchuan Airport,,,
TFS,TFS,Tenerife South Airport,,,
BGI,BGI,Grantley Adams International Airport,"""Airport Access Rd",http://www.gaia.bb/,(+1)246-418-4242
ERI,ERI,Erie International Airport Tom Ridge Field,"""4411 W 12th St",http://www.erieairport.org/,(+1) 814-833-4258
ABR,ABR,Aberdeen Regional Airport,"""Michael Wilson Transportation Director 123 South Lincoln Street Aberdeen",http://www.aberdeen.sd.us/index.aspx?nid=76,(+1) 605-626-7020
YBG,YBG,Canadian Forces Base Cfb Bagotville,"""7000 Chemin de lAéroport",http://aeroport.saguenay.ca/fr/home,(+1) 418-677-2651
MSQ,MSQ,Minsk National Airport,"""M2",http://airport.by/,(+375) 17 279-13-00
PMO,PMO,Falcone-borsellino Airport,"""Societa di Gestione dell/Aeroport",http://www.palermo-airport.com/,(+39) 091-7020273
YDF,YDF,Deer Lake Airport,,,
IXL,IXL,Leh Kushok Bakula Rimpochee Airport,"""Leh",http://airportsindia.org.in/allAirports/leh_generalinfo.jsp,"91-1982-251783,91-1982-256010(R)"
FSM,FSM,Fort Smith Regional Airport,"""6700 McKennon Blvd",http://fortsmithairport.com/,(+1) 479-452-7000
SHM,SHM,Nanki Shirahama Airport,,,
XCR,PAR,Chlons Vatry Airport,"""Rue Louis Bleriot",http://www.parisvatry.com/?lang=fr,(+33) 3 26 64 82 00
BOO,BOO,Bod Airport,"""Avinor",http://www.avinor.no/en/airport/bodo/,(+47) 67 03 35 00
BJV,BJV,Milas Bodrum International Airport,,,
KHN,KHN,Nanchang Changbei International Airport,,,
LPL,LPL,Liverpool John Lennon Airport,"""Liverpool",http://www.liverpoolairport.com/,(+44) 0871 521 8484
ICT,ICT,Wichita Mid-continent Airport,"""Wichita Airport Authority",http://www.flywichita.com/,(+1) 316 946-4700
NYK,NYK,Nanyuki Airport,,,
FCO,ROM,Leonardo Da Vinci-fiumicino Airport,"""Via Dell Aeroporto",http://www.rome-airport.info/,NA
PET,PET,Pelotas Airport,,,
WLK,SIT,Selawik Airport,,,
YUS,JNZ,Yushu Batang Airport,,,
SKE,SKE,Skien Airport,,,
RXS,RXS,Roxas Airport,,,
AXK,AXK,Ataq Airport,,,
SNO,SNO,Sakon Nakhon Airport,,,
RBA,RBA,Rabat-sal Airport,"""Sale",,(+212) 5378-08090
LUH,LUH,Ludhiana Airport,"""Leh",http://www.aai.aero/allAirports/ludhiana.jsp,91-161-2844569
DAD,DAD,Da Nang International Airport,,,
LBV,LBV,Libreville International Airport,"""ADL - Airport Libreville",http://www.adlgabon.com/,"(+241) 73-62-44, (241) 73-46-47"
SLZ,SLZ,Marechal Cunha Machado International Airport,,,
FLL,FLL,Fort Lauderdale-hollywood International Airport,"""100 Terminal Dr",http://www.broward.org/airport/Pages/Default.aspx,(+1) 954-359-1200
MHK,MHK,Manhattan Regional Airport,"""5500 Fort Riley Blvd",http://www.flymhk.com/,(+1) 785-587-4560
IMT,IMT,Ford Airport,"""500 Riverhills Rd",http://www.fordairport.org/,(+1) 906-774-4870
MGT,MGT,Milingimbi Airport,,,
MCY,MCY,Sunshine Coast Airport,"""Friendship Ave",http://www.sunshinecoastairport.com.au/,(+61) 7 5453 1500
VLV,VLV,Dr Antonio Nicols Briceo Airport,,,
NTY,NTY,Pilanesberg International Airport,"""Private Bag X1016",http://www.acsa.co.za/home.asp?pid=494,(+27) 14 552 1261
YMT,YMT,Chibougamau-chapais Airport,"""10 Airport Road",,(+1) 418-748-2211
CWL,CWL,Cardiff Airport,"""Cardiff",http://www.cardiff-airport.com/,(+44) 1446 711111
ABZ,ABZ,Aberdeen Airport,"""Dyce",http://www.aberdeenairport.com/,(+44) 844 481 6666
EVE,EVE,Harstad-narvik Airport,"""Avinor",http://www.avinor.no/en/airport/harstad,(+47) 67 03 41 00
VLY,EMA,Anglesey Airport,,,
SLW,SLW,Plan De Guadalupe International Airport,"""Carretera Saltillo-Monterrey KM. 13.5",,(+52) 844 488 0770
YPR,YPR,Prince Rupert Airport,"""Prince Rupert",http://www.ypr.ca/,(+1) 250-624-6274
LIL,LIL,Lille-lesquin Airport,,,
BOJ,BOJ,Burgas Airport,"""Burgas",http://www.bourgas-airport.com/,(+359) 56 870 248
KTM,KTM,Tribhuvan International Airport,"""Ring Rd",http://www.tiairport.com.np/,NA
LGK,LGK,Langkawi International Airport,Malaysia,http://www.langkawiairport.com/,(+60) 4-955 1311
MDG,MDG,Mudanjiang Hailang International Airport,,,
HND,TYO,Haneda Airport,"""３-３-２ Hanedakuko",http://www.tokyo-airport-bldg.co.jp/,(+81) 22-382-0080
YCO,YCO,Kugluktuk Airport,,,
YCG,YCG,West Kootenay Regional Airport,"""Castlegar",http://www.wkrairport.ca/,(+1) 250-365-5151
YXJ,YXJ,Fort St John Airport,"""9919 Terminal Road",http://www.fsjairport.com/,(+1) 250-787-0426
KVL,KVL,Kivalina Airport,,,
KNU,KNU,Kanpur Airport,"""Airport Director",,"91-512-2383553,"
RYG,OSL,Moss Airport,"""Terminalveien 100",http://www.en.ryg.no/,(+47) 69 23 00 00
ORF,ORF,Norfolk International Airport,"""2200 Norview Avenue Norfolk",http://www.norfolkairport.com/,(+1) 757-857-3351
YRL,YRL,Red Lake Airport,"""2508 Ontario 125",http://www.redlake.ca/,(+1) 807-662-2581
LLW,LLW,Lilongwe International Airport,"""Lumbadzi",,NA
YPO,YPO,Peawanuck Airport,,,
ACK,ACK,Nantucket Memorial Airport,"""14 Airport Road Nantucket",http://www.nantucketairport.com/,( +1) 508-325-5300
RZE,RZE,Rzeszw-jasionka Airport,,,
MBA,MBA,Moi International Airport,"""Mombasa",www.kenyaairports.co.ke/kaa/airports/moi/,(+254) 20 3577058
PDV,PDV,Plovdiv Airport,"""Plovdiv Airport",http://www.plovdivairport.com/?lang=2,(+359) 32 601 127
FOR,FOR,Pinto Martins - Fortaleza International Airport,"""Fortaleza - CE",http://www.infraero.com.br/index.php/br/aeroportos/ceara/aeroporto-internacional-pinto-martins.html,(+55)85 3392-1200
AES,AES,Lesund Airport,,,
HFE,HFE,Hefei Luogang International Airport,,,
KDU,KDU,Skardu Airport,,,
ASV,ASV,Amboseli Airport,,,
GYD,GYD,Heydar Aliyev International Airport,,,
YFC,YFC,Fredericton International Airport,"""2570 Route 102 Highway",http://www.frederictonairport.ca/en/,(+1) 506-460-0920
LBL,LBL,Liberal Mid-america Regional Airport,"""700 Terminal Rd",http://www.cityofliberal.org/,(+1) 620-626-2207
KBV,KBV,Krabi Airport,"""133 Moo 5 Ko Nua Klong district Krabi",http://www.krabiairport.org/index_eng.html,(+66) 75 636 541
PNI,PNI,Pohnpei International Airport,,,
YHZ,YHZ,Halifax Stanfield International Airport,"""1 Bell Boulevard Extension",http://hiaa.ca/airport-authority/,(+1) 902-873-4422
ADU,ADU,Ardabil Airport,,,
LAM,LAA,Los Alamos Airport,,,
KDH,KDH,Kandahar Airport,,,
RKT,RKT,Ras Al Khaimah International Airport,,,
BEL,BEL,Val De Ces International Airport,"""Av. Julio Cesar",www.infraero.gov.br,(+55) 91 3210-6000
CTC,CTC,Catamarca Airport,,,
TRF,OSL,Sandefjord Airport,"""Torpveien 130",http://www.torp.no/Default.aspx?Language=EN&pkMenu=131,(+47) 33 42 70 00
AER,AER,Sochi International Airport,,,
MUA,SCZ,Munda Airport,,,
LIN,MIL,Linate Airport,"""20090",http://www.milanolinate.eu/en,(+39) 02 232323
GPZ,GPZ,Grand Rapids - Itasca County Airport,"""Grand Rapids",http://www.grandrapids.govoffice.com/index.asp?Type=B_BASIC&SEC={AD77896A-E421-4CF9-8D46-A50411AED7A4},(+1) 218-326-0893
EXT,EXT,Exeter International Airport,"""Exeter",http://www.exeter-airport.co.uk/,(+44) 1392 367 433
BTM,BTM,Bert Mooney Airport,"""101 Airport Rd",http://butteairport.com/,(+1) 406-494-3771
PEW,PEW,Bacha Khan International Airport,"""Tahkal",,NA
PVD,PVD,T F Green Airport,"""2000 Post Rd",http://www.pvdairport.com/,(+1) 401-737-8222
SYQ,SJO,Tobias Bolanos International Airport,"""Andalucia",,(+506) 2437-2400
VNO,VNO,Vilnius Airport,"""Rodunios Road 10a",http://www.vilnius-airport.lt/en/,(+370) 5 230 6666
EMA,EMA,East Midlands Airport,,,
ENU,ENU,Akanu Ibiam International Airport,,,
YQL,YQL,Lethbridge Airport,"""417 Stubb Ross Rd",http://lethbridgeairport.ca/,(+1) 403-329-4466
YGK,YGK,Kingston-norman Rogers Airport,"""1114 Len Birchall Way",http://www.kingstonairport.ca/,(+1) 613-389-6404
RIX,RIX,Riga International Airport,"""Lidosta Riga 10/1",http://www.riga-airport.com/en,(+371) 29 311 187
SVG,SVG,Stavanger Airport,"""Avinor",http://www.avinor.no/en/airport/stavanger/,(+47) 67 03 10 00
ATH,ATH,Athens International Airport,"""Αττική Οδός",http://www.aia.gr/traveler/,(+30) 21 0353 0000
SUV,SUV,Nausori International Airport,"""Nausori",http://www.airportsfiji.com/nausori_airport.php,(+679) 990 6102
DTM,DTM,Dortmund Airport,"""Flughafenring 2",http://www.dortmund-airport.de/,(+49) 231 921301
YNA,YNA,Natashquan Airport,,,
DNA,OKA,Kadena Air Base Airport,Japan,http://www.kadena.af.mil/,(+81)-6117-30-1110 DSN 315-634-1110
KDO,KDO,Kadhdhoo Airport,,,
FEZ,FEZ,Fes-sass Airport,"""Oulad Tayeb",,(+212) 5356-24800
CIU,CIU,Chippewa County International Airport,,,
AIT,AIT,Aitutaki Airport,,,
BNE,BNE,Brisbane Airport,"""11 The Circuit",http://www.bne.com.au/,(+61) 7 3406 3000
ADW,ACY,Andrews Air Force Base,,,
BRQ,BRQ,Brno-tutmany Airport,,,
RIC,RIC,Richmond International Airport,"""1 Richard E. Byrd Terminal Drive",http://www.flyrichmond.com/,(+1) 804-226-3000
LJG,LJG,Lijiang Airport,,,
THU,THU,Thule Air Base Airport,"""Qaasuitsup",http://www.peterson.af.mil/units/821stairbase/,NA
SHA,SHA,Shanghai Hongqiao International Airport,"""2550 Hongqiao Road",http://en.shairport.com/hongqiaoair.html,(+86) 21 6268 8899
LNY,LNY,Lanai Airport,"""1 Airport Rd",http://hawaii.gov/lny,(+1) 808-565-7942
SLK,SLK,Adirondack Regional Airport,"""96 Airport Rd",http://www.saranaclake.com/,(+1) 518-891-4600
YUL,YMQ,Montreal-pierre Elliott Trudeau International Airport,"""975 Romeo-Vachon Blvd N",,(+1) 514-394-7377
PED,PED,Pardubice Airport,,,
TNG,TNG,Tangier Ibn Battouta Airport,"""Boukhalef",,(+212) 5393-93649
VIG,VLN,Juan Pablo Pcrez Alfonso Airport,,,
GZO,GZO,Nusatupe Airport,,,
LZO,LZO,Luzhou Airport,,,
BJM,BJM,Bujumbura International Airport,"""R.N.5",,(+257) (0)2 23797
DOM,DOM,Melville Hall Airport,"""Melville Hall",,(+1767)-266-3524
HGN,HGN,Mae Hong Son Airport,"""Khunlumprapas",,(+66) 85 361 2057
SSH,SSH,Sharm El Sheikh International Airport,,,
TUL,TUL,Tulsa International Airport,"""7777 East Apache",http://www.tulsaairports.com/,(+1) 918-838-5000
BHE,BHE,Woodbourne Airport,,,
VVI,VVI,Viru Viru International Airport,,,
NPE,NPE,Napier Airport,,,
MIR,MIR,Monastir Habib Bourguiba International Airport,"""Skanes",http://www.habibbourguibaairport.com/en-EN/Pages/Main.aspx,(+216) 73 521 300
ORH,ORH,Worcester Regional Airport - Orh,"""375 Airport Dr",http://www.worcesterma.gov/living-working/getting-around-the-city/worcester-regional-airport,(+1) 508-799-1350
MJD,MJD,Moenjodaro Airport,,,
YOJ,YOJ,High Level Airport,"""10511 103rd St",http://www.highlevel.ca/,(+1) 780-926-3659
TPS,TPS,Trapani - Birgi Airport,,,
YDQ,YDQ,Dawson Creek Airport,,,
HVD,UYN,Khovd Airport,,,
KIV,KIV,Chiinu International Airport,"""Strada Aeroportului 80/3",http://www.airport.md/homepage-ro/,(+373) 22 525 111
ADV,WKK,El Daein Airport,,,
YHY,YHY,Hay River-merlyn Carter Airport,"""202 Airport Road",,(+1) 867-874-2353
CGN,CGN,Cologne Bonn Airport,"""Kennedystrabe",http://www.koeln-bonn-airport.de/index.php?lang=2,(+49) 2203 404001
KGS,KGS,Kos Island International Airport,"""Kos 853 02",,(+30) 2242 056000
MDC,MDC,Sam Ratulangi International Airport,"""Kota Manado",http://www.samratulangi-airport.com/,(+62) 431-814320
CAG,CAG,Cagliari Elmas Airport,"""Cagliari-Elmas Airport (CAG) I-09030 Elmas Cagliari",http://www.cagliari-airport.com/,(+39) (0)70 211211
LTO,LTO,Loreto International Airport,"""Carretera Transpeninsular Km. 7",,(+52) 613 135 0499
YBL,YBL,Campbell River Airport,"""2000 Jubilee Pkwy",http://www.crairport.ca/addContactUs.php,(+1) 250-923-5012
YYB,YYB,North Bay-jack Garland Airport,"""50 Terminal St.",http://yyb.ca/Pages/Default.aspx,(+1) 705-474-3026
YGT,YGT,Igloolik Airport,"""Igloolik",,NA
YXU,YXU,London International Airport,"""1750 Crumlin Road",http://www.londonairport.on.ca/,(+1) 519-452-4015
YQB,YQB,Qubec City Jean Lesage International Airport,"""505 Rue Principale",,(+1) 418-640-3300
YZR,YZR,Sarnia Chris Hadfield Airport,"""1500 Airport Rd",http://www.sarniaairport.com/,(+1) 519-542-7767
SKO,SKO,Sadiq Abubakar Iii International Airport,,,
TNR,TNR,Ivato International Airport,"""Tsaralalana",,(+261) 20 224 4041
YQZ,YQZ,Quesnel Airport,"""700 Airport Rd",http://www.quesnel.ca/Airport.html,(+1) 250-992-2208
DUD,DUD,Dunedin International Airport,"""Terminal Building",http://www.flydunedin.com/,(03) 486 2879 ext 0
ZQZ,YNO,Zhangjiakou Ningyuan Airport,,,
TRD,TRD,Trondheim Airport,Avinor Trondheim Airport Værnes N-7500 Stjørdal Norway,http://www.avinor.no/en/airport/trondheim/frontpage,(+47) 670 32 500
INL,INL,Falls International Airport,"""3214 2nd Ave E",http://www.internationalfallsairport.com/,(+1) 218-283-4461
LAR,LAR,Laramie Regional Airport,"""555 General Brees Rd",http://www.laramieairport.com/,(+1) 307-742-4164
ANU,ANU,V C Bird International Airport,"""Coolidge St. Georges",http://www.vcbia.com/,(+1 268) 462 3082
SPN,SPN,Saipan International Airport,"""Fadang",http://cpa.gov.mp/spnapt.asp,(+670) 237 6500
MUX,MUX,Multan International Airport,,,
JMU,JMU,Jiamusi Airport,,,
JUL,JUL,Inca Manco Cpac International Airport,"""Santa Asuncion",,NA
OTH,OTH,Southwest Oregon Regional Airport,"""1100 Airport Ln",http://www.flyoth.com/,(+1) 541-756-8531
YZV,YZV,Sept-les Airport,"""1000 E Boulevard Laure",,(+1) 418 962-8211
BGY,MIL,Il Caravaggio International Airport,"""Via Aeroporto",http://www.sacbo.it/Airpor/portalProcess.jsp,(+39) 035 326323
STI,STI,Cibao International Airport,,,
NAP,NAP,Naples Airport Capodichino Nap Italy,"""GE.S.A.C. S.p.A.",http://www.naples-airport.info/,(+39) 081.7515471
HKK,HKK,Hokitika Airport,"""Airport Drive",,(+64) 3-755 6318
CYS,CYS,Cheyenne Regional Airport,"""300 E 8th Ave",http://www.cheyenneairport.com/,(+1) 307-634-7071
PXM,PXM,Puerto Escondido International Airport,"""Carretera Costera Km. 6.5",,(+52) 954 582 0492
YTZ,YTO,Billy Bishop Toronto City Airport,"""60 Harbour Street",http://www.torontoport.com/airport.aspx,(+1) 416-863-2000
CBH,CBH,Bcchar Boudghene Ben Ali Lotfi Airport,,,
